project,merge commit,left commit,right commit,base commit,className,method,local_clone,local_clone_module_analysis,empty_diff_base_left,empty_diff_base_right,empty_diff_base_merge,,
swagger-maven-plugin,e825a7fdc6ef688f1253b93d2cb236e710acfc56,39a512a,e19c577,b060894dcff216094743904f8a71228b21a093ed,com.github.kongchen.swagger.docgen.reader.AbstractReader | com.github.kongchen.swagger.docgen.reader.SpringMvcApiReader,hasValidAnnotations(java.util.List<java.lang.annotation.Annotation>),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/swagger-maven-plugin,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/swagger-maven-plugin,false,false,false,,
storm,ad2be678831b3b060229fd936e3908110162b7ac,0aa0e8579,251cb8876,e3b2f96931317d98bff0e2be567a0bf80e835f43,org.apache.storm.kafka.spout.KafkaSpoutConfig,toString(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/storm,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/storm,false,false,false,,
storm,bd1f5c54752f67b484a83c26667331234234d3a3,11fcaff0e,a912cf3fa,43bdc03066c850202970ce48d16f354be14c1a50,org.apache.storm.kafka.spout.KafkaSpout | org.apache.kafka.clients.consumer.ConsumerRecord,emitTupleIfNotEmitted(org.apache.kafka.clients.consumer.ConsumerRecord<K| V>),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/storm,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/storm,false,false,false,,
antlr4,69ff2669eec265e25721dbc27cb00f6c381d0b41,196c4d591,99b2d6616,d0fb48c2b89128158950f4b32a61d50d52d981ea,org.antlr.v4.codegen.target.Python2Target,python2Keywords,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/antlr4,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/antlr4,false,false,false,,
antlr4,69ff2669eec265e25721dbc27cb00f6c381d0b41,196c4d591,99b2d6616,d0fb48c2b89128158950f4b32a61d50d52d981ea,org.antlr.v4.codegen.target.Python3Target,python3Keywords,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/antlr4,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/antlr4,false,false,false,,
cloud-slang,20bac30d9bd76569aa6a4fa1e8261c1a9b5e6f76,bfd35a172,444c02648,3235e70f27c192ae7fd3376ee1cf4eea2db30df9,io.cloudslang.lang.api.SlangImpl,getAllEventTypes(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/cloud-slang,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/cloud-slang,false,false,false,,
fitnesse,4d9ba9d221d879507440feb084fa7521b95111ec,d24741cd3,6c383370e,87a4b54f94f7dbe48bdfde0dae874e36d48f43df,fitnesse.testsystems.slim.tables.SlimTableFactory,SlimTableFactory(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/fitnesse,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/fitnesse,false,false,false,,
fitnesse,4d9ba9d221d879507440feb084fa7521b95111ec,d24741cd3,6c383370e,87a4b54f94f7dbe48bdfde0dae874e36d48f43df,fitnesse.testsystems.slim.tables.SlimTableFactoryTest,setUp(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/fitnesse,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/fitnesse,false,false,false,,
retrofit,71f622ce51031b152a0be6ad5facfb27a654bf5a,e5a6738c,931e29ca,89a60f7f15a9200e0cf8fe157a61caaeba104f7c,retrofit.RequestBuilder | retrofit.client.Request,build(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/retrofit,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/retrofit,false,false,false,,
elasticsearch-river-mongodb,3d4f99516ba3177f7d88a1f600923138a8b77cc8,02dc4e1,cbcc295,3d3667e5f36ef35f02c49853551499e7e2ab5e19,org.elasticsearch.river.mongodb.Slurper,assignCollections(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch-river-mongodb,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch-river-mongodb,false,false,false,,
jsoup,a8b6982de98ff76ef254031d7152fff57f6bf941,97c3cb4d,55190398,f2f3e66014a8e85863e31b8b7f7e8ebdde886f1d,org.jsoup.helper.HttpConnection$Response,execute(org.jsoup.Connection$Request| org.jsoup.helper.HttpConnection$Response),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/jsoup,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/jsoup,false,false,false,,
jsoup,3f7d2c71dbbbb289c684f339874eed8ac2747fa0,1b48d15c,c1ee9335,80158d6fa7445506eaaafdeadb1f4dc291ca10a5,org.jsoup.helper.HttpConnection$Response,execute(org.jsoup.Connection$Request| org.jsoup.helper.HttpConnection$Response),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/jsoup,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/jsoup,false,false,false,,
jsoup,a44e18aa3c1fcd25a68a5965f9490d8f7d026509,38e20f43,e064bc48,f9f37e19876202a1db257a9e59452b0f10035fbf,org.jsoup.nodes.TextNode | org.jsoup.nodes.Document$OutputSettings,outerHtmlHead(StringBuilder| int| org.jsoup.nodes.Document$OutputSettings),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/jsoup,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/jsoup,false,false,false,,
SimianArmy,345ad9513aafff397050d613fa87ad06ddffe99d,82773f0,1f0f595,1ebd3e6d3c64f3041b3ea209fd803805d0832271,com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext | com.netflix.simianarmy.aws.janitor.InstanceJanitor,getInstanceJanitor(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/SimianArmy,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/SimianArmy,false,false,false,,
titan,387c16ea05ef9fa312f37139228d2bbf61455ff4,a3a3aca74,43eef3b1e,67bf106dcc7470e2d6b7ef94734f200885bf35ee,com.thinkaurelius.titan.graphdb.database.serialize.SerializerInitialization | com.thinkaurelius.titan.graphdb.database.serialize.kryo.KryoSerializer,initialize(com.thinkaurelius.titan.graphdb.database.serialize.Serializer),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/titan,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/titan,false,false,false,,
activiti,50d8e43eb5917c63abfbcdec1e68e510943f325a,0aef7d32ea,0606d680fa,cf5d3526516d24e5ea92766f0f67eea6ce34948d,org.activiti.engine.impl.persistence.entity.DeploymentEntityManager,deleteDeployment(String| boolean),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/Activiti,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/Activiti,false,false,false,,
druid,05168808c278c080c59c19e858d9471b316cd1f5,e519f82e87,4f70bbc687,5f2c3cec1b25a8aa3e279e7a14734a8b4f642fc6,com.metamx.druid.loading.S3SegmentPusher | com.metamx.druid.client.DataSegment,push(java.io.File| com.metamx.druid.client.DataSegment),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/druid,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/druid,false,false,false,,
netty,193acdb36cd3da9bfc62dd69c4208dff3f0a2b1b,b3b096834c,c2417c253c,2fc18a00f6ac61a365b73dd498dd2e38f1efa823,org.jboss.netty.handler.codec.frame.LengthFieldBasedFrameDecoder | org.jboss.netty.channel.DefaultChannelPipeline$DefaultChannelHandlerContext | org.jboss.netty.channel.iostream.IOStreamChannel | org.jboss.netty.buffer.DynamicChannelBuffer,decode(org.jboss.netty.channel.ChannelHandlerContext| org.jboss.netty.channel.Channel| org.jboss.netty.buffer.ChannelBuffer),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/netty,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/netty,false,false,false,,
OpenTripPlanner,4c506dce43775704919d084f0acfba86d251bf4a,4585d3ae1,aa201f789,787e2cb7704de4f070a1c7556d86e0f30c35b866,org.opentripplanner.routing.spt.MultiShortestPathTree | org.opentripplanner.routing.core.State,dominates(org.opentripplanner.routing.core.State| org.opentripplanner.routing.core.State),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/OpenTripPlanner,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/OpenTripPlanner,false,false,false,,
webbit,74d2d2b87704d003acacb34e4ca8fb5f897b938f,0d57793,92c8b28,2ba2b9b0403b9973d26fbc7c2be95fb993d318a2,org.webbitserver.netty.WebSocketClient$HandshakeChannelHandler,adjustPipelineToWebSocket(org.jboss.netty.channel.ChannelHandlerContext| org.jboss.netty.channel.MessageEvent| org.jboss.netty.channel.ChannelHandler| org.jboss.netty.channel.ChannelHandler),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/webbit,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/webbit,false,false,false,,
spring-boot,af20dc6cc45c032573413c401f9f73aa75371744,fc78a8de90,159ef8f189,c808de0021578b4b9ba0881a33c9ed20db2465a5,org.springframework.boot.loader.archive.ExplodedArchive | java.net.URL,getUrl(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/spring-boot,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/spring-boot,false,false,false,, so the integrator completely changed the code.
spring-boot,ea8107b6a53fa60b5f23b33e1b6d2e88bb60133c,dd4b9b1788,2fe0819495,604ca524912c7a4e105746138bafc1eeedec3b50,org.springframework.boot.context.embedded.undertow.UndertowEmbeddedServletContainerFactory | org.springframework.boot.context.embedded.InitParameterConfiguringServletContextInitializer,createDeploymentManager(org.springframework.boot.context.embedded.ServletContextInitializer),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/spring-boot,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/spring-boot,false,false,false,,
eureka,6b09030e95e118a784ca7ec616398a4f0e384bcd,578f4c0417,0a539722f4,20a425e53987ff6bfe231ed2149afdc9fa4c9da6,com.netflix.appinfo.ApplicationInfoManager | com.netflix.appinfo.MyDataCenterInstanceConfig | com.netflix.appinfo.InstanceInfo,ApplicationInfoManager(com.netflix.appinfo.EurekaInstanceConfig| com.netflix.appinfo.InstanceInfo),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/eureka,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/eureka,false,false,false,,
atmosphere,ffc0c6e274094c6423e29d1c45bab1593b8fac7d,95e310c5cf,41d97a409b,d072d5d4b3ce20c715bad64b9303189d4726fecc,org.atmosphere.cpr.AtmosphereConfig,AtmosphereConfig(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/atmosphere,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/atmosphere,false,false,false,,
jsoup,fee4762322f85a1109edd75ccb67f38cf5008c80,514dcd87,83ad1bc4,8165206e8ac599512434e88267a78e543cfdc3f7,org.jsoup.helper.HttpConnection$Response,createConnection(org.jsoup.Connection$Request),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/jsoup,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/jsoup,false,false,false,,
retrofit,2b6c719c6645f8e48dca6d0047c752069d321bc4,784a32be,e60fd394,7780666f70e208359818650a38adee03f3982705,retrofit.RestAdapter | retrofit.client.Response,logAndReplaceResponse(String| retrofit.client.Response| long),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/retrofit,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/retrofit,false,false,false,,
retrofit,2b6c719c6645f8e48dca6d0047c752069d321bc4,784a32be,e60fd394,7780666f70e208359818650a38adee03f3982705,retrofit.RestAdapter | retrofit.client.Request,logAndReplaceRequest(retrofit.client.Request),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/retrofit,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/retrofit,false,false,false,,
activiti,bf46684ba62f5883673ea8fb0a14aecfe0aedea2,25e35a7abc,0fb87a7c9d,2b77b75ddc0d015208d3d1af5d98d04523c5c41a,org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior | org.activiti.engine.impl.persistence.entity.ExecutionEntity,execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/Activiti,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/Activiti,false,false,false,,
okhttp,1151c9853ccc3c9c3211c613b9b845b925f8c6a6,4c8ce7cad,cd16580d2,1b25214f59eefa81d40a529fceb85666947937cd,com.squareup.okhttp.internal.bytes.GzipSource | com.squareup.okhttp.internal.bytes.Deadline,consumeHeader(com.squareup.okhttp.internal.bytes.Deadline),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/okhttp,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/okhttp,false,false,false,,
HikariCP,1bca94af9ec625f21d1b58ff10efb5be71ab87a6,da5c0268,b4510a50,9eb405e5b81082044daca981b2655396c4e9a6eb,com.zaxxer.hikari.HikariConfig,validate(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/HikariCP,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/HikariCP,false,false,false,,
HikariCP,1bca94af9ec625f21d1b58ff10efb5be71ab87a6,da5c0268,b4510a50,9eb405e5b81082044daca981b2655396c4e9a6eb,com.zaxxer.hikari.HikariPool,addConnection(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/HikariCP,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/HikariCP,false,false,false,,
quickml,bae968d9a85c0501ba8842a6f88e7fc2c6b78693,1500dd50,5dc20910,2ee97612827bb293b5f8cdc020a61942c07d6f83,quickdt.experiments.OutOfTimeCrossValidatorRunner | quickdt.predictiveModels.featureEngineering.FeatureEngineeringPredictiveModelBuilder,getRandomForestBuilder(int| int),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/quickml,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/quickml,false,false,false,,
pushy,58901c846e4f0874977c5aabbc34bcb4de3670e0,87b2e6aa,78ce48df,a98d82087aec1aed2db5bcc889b9e3226789e852,com.relayrides.pushy.apns.PushManager | com.relayrides.pushy.apns.ApnsConnection,handleConnectionClosure(com.relayrides.pushy.apns.ApnsConnection<T>),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/pushy,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/pushy,false,false,false,,
pushy,58901c846e4f0874977c5aabbc34bcb4de3670e0,87b2e6aa,78ce48df,a98d82087aec1aed2db5bcc889b9e3226789e852,com.relayrides.pushy.apns.PushManager | com.relayrides.pushy.apns.ApnsConnection,handleConnectionFailure(com.relayrides.pushy.apns.ApnsConnection<T>| java.lang.Throwable),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/pushy,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/pushy,false,false,false,,
java-faker,ca42fcfaf45cae1754c58e02e1d5d2a58ec03561,52b17b0,9a178bb,a15e9a97ee4c5d6f1ff2a56e30fc093de2d4770d,com.github.javafaker.Faker | java.util.Locale | java.util.Random,Faker(java.util.Locale| java.util.Random),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/java-faker,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/java-faker,false,false,false,,
swagger-core,e7fea7c4889dbdd6a4e0b2d059c8aa0f126ab1c2,afcc523f1,ab79e607a,3a6c7f40f762afd9efeaa57f45fb759957832fc5,io.swagger.jaxrs2.OperationParser | io.swagger.oas.models.media.Schema,getSchemaFromAnnotation(io.swagger.oas.annotations.media.Schema),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/swagger-core,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/swagger-core,false,false,false,,
cucumber-jvm,4505c156b6267c1b760deec570ddbfe047b42aa9,4f458e79c,62ed91808,1eb7936c19790c191e5087883f94ef77dd01f6f2,cuke4duke.internal.java.JavaLanguage,load(String),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/cucumber-jvm,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/cucumber-jvm,false,false,false,,
RxJava,1c47b0cb26e6d971eefa42ebb3479099236b0125,a2f04b0a4,2519ef816,bafd440040db4097205b7105a777c2ab4f5af16f,rx.concurrency.TestScheduler,triggerActions(long),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/RxJava,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/RxJava,false,false,false,,
libgdx,da27e2dae56be0a159e82231e5c3a5b83b099063,86e61a315,119a96edc,055b9f762e90303d3d5367b2e974bbaf595a7c64,com.badlogic.gdx.backends.lwjgl3.Lwjgl3Application | com.badlogic.gdx.backends.lwjgl3.Lwjgl3WindowConfiguration | com.badlogic.gdx.backends.lwjgl3.Lwjgl3Window,newWindow(com.badlogic.gdx.ApplicationListener| com.badlogic.gdx.backends.lwjgl3.Lwjgl3WindowConfiguration),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/libgdx,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/libgdx,false,false,false,,
libgdx,da27e2dae56be0a159e82231e5c3a5b83b099063,86e61a315,119a96edc,055b9f762e90303d3d5367b2e974bbaf595a7c64,com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration,copy(com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/libgdx,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/libgdx,false,false,false,,
elasticsearch,3764b3ff800c94293aba0bb0fa18c7df80a764f7,533c967a2,51ac97000,e32da555aa56b20f914610282392f51c2d12b8ac,org.elasticsearch.rest.action.cat.RestNodesAction | org.elasticsearch.http.netty.NettyHttpRequest| org.elasticsearch.common.Table,getTableWithHeader(org.elasticsearch.rest.RestRequest),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,false,false,false,,
elasticsearch,3764b3ff800c94293aba0bb0fa18c7df80a764f7,533c967a2,51ac97000,e32da555aa56b20f914610282392f51c2d12b8ac,org.elasticsearch.rest.action.cat.RestIndicesAction | org.elasticsearch.http.netty.NettyHttpRequest| org.elasticsearch.common.Table,getTableWithHeader(org.elasticsearch.rest.RestRequest),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,false,false,false,,
elasticsearch,3764b3ff800c94293aba0bb0fa18c7df80a764f7,533c967a2,51ac97000,e32da555aa56b20f914610282392f51c2d12b8ac,org.elasticsearch.rest.action.cat.RestShardsAction | org.elasticsearch.http.netty.NettyHttpRequest| org.elasticsearch.common.Table,getTableWithHeader(org.elasticsearch.rest.RestRequest),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,false,false,false,,
spring-boot,6664ce19d6f2388ebd6cf54763f54fdddd226b9a,337e64526,544d51656,b5709fd6183bb283b7294b77a477528e03483d10,org.springframework.boot.jta.atomikos.AtomikosProperties | java.util.Properties,asProperties(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/spring-boot,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/spring-boot,false,false,false,,
spring-boot,6664ce19d6f2388ebd6cf54763f54fdddd226b9a,337e64526,544d51656,b5709fd6183bb283b7294b77a477528e03483d10,org.springframework.boot.jta.atomikos.AtomikosPropertiesTests,testProperties(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/spring-boot,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/spring-boot,false,false,false,,
spring-boot,6664ce19d6f2388ebd6cf54763f54fdddd226b9a,337e64526,544d51656,b5709fd6183bb283b7294b77a477528e03483d10,org.springframework.boot.jta.atomikos.AtomikosPropertiesTests,testDefaultProperties(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/spring-boot,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/spring-boot,false,false,false,,
spring-boot,2d4e68a9777601bfb8309c94d8b74bc21be80ad1,a9c2eb391,adc8cdf16,d0a85dd4779285689dd70ae567c6053c563c2ad5,org.springframework.boot.context.embedded.tomcat.TomcatEmbeddedServletContainerFactory | org.apache.catalina.connector.Connector,customizeConnector(org.apache.catalina.connector.Connector),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/spring-boot,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/spring-boot,false,false,false,,
spring-boot,3444ebbc05b99a164474c14d6a6784f749514428,93700d00d,11d59df3f,86d5c1925916043ca69da3e3443baf5b1ae4f8ad,org.springframework.boot.context.web.SpringBootServletInitializer,createRootApplicationContext(javax.servlet.ServletContext),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/spring-boot,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/spring-boot,false,false,false,,
